AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE
Chromepet,1195,1,1,1,1,37,14168750
Chromepet,800,1,1,0,1,14,7959100
Velachery,1873,3,2,0,1,39,15421030
KKNagar,2207,3,2,0,0,15,10698900
Velachery,1732,2,1,1,0,36,13955470
Chromepet,961,1,1,1,1,19,12661850
Velachery,1986,3,2,0,0,53,10360480
AnnaNagar,1823,2,1,2,1,24,14531570
Chromepet,830,1,1,1,0,22,6416600
Chromepet,724,1,1,0,1,4,10529400
Chromepet,1007,1,1,1,0,19,7456590
Velachery,1875,3,2,0,0,19,15062480
Adyar,1150,1,1,1,0,11,11660780
Velachery,1693,2,1,1,1,22,12759490
Velachery,1538,2,1,1,0,34,6831380
AnnaNagar,1993,2,1,2,0,18,23314580
Adyar,926,1,1,1,0,38,12310870
AnnaNagar,1994,2,1,2,1,12,15147490
Chromepet,1061,1,1,1,0,26,9400670
AnnaNagar,1803,2,1,2,1,26,12827720
Velachery,1664,2,1,1,1,15,14299300
Adyar,978,1,1,1,0,25,6803175
TNagar,1914,2,1,2,1,16,13409070
Velachery,1668,2,1,1,0,22,9034940
Adyar,1205,2,2,0,0,6,14279490
Karapakkam,685,1,1,0,0,19,5693500
KKNagar,2088,3,2,0,0,27,11028940
Chromepet,1014,1,1,1,1,12,10742130
Chromepet,806,1,1,1,1,34,7778900
Velachery,1545,2,1,1,1,22,9674790
Chromepet,1045,1,1,1,0,11,13520850
TNagar,1951,2,1,2,1,43,13576610
Karapakkam,898,1,1,1,0,34,5164250
KKNagar,2339,4,2,0,1,13,18829680
KKNagar,2379,4,2,0,0,21,11896620
Karapakkam,1692,2,2,0,1,8,9966750
KKNagar,2352,4,2,0,1,17,14404780
Chromepet,1114,1,1,1,1,33,9738300
AnnaNagar,1890,2,1,2,1,40,13383450
KKNagar,2363,4,2,0,0,22,11472860
Velachery,1527,2,1,1,0,32,12148390
KKNagar,2193,3,2,0,1,23,13491940
Adyar,1206,2,2,0,1,7,9378105
Chromepet,728,1,1,0,1,13,7705900
Chromepet,1231,2,1,1,1,13,9540150
Velachery,1735,2,1,1,1,24,15000180
Karapakkam,1266,1,1,1,1,22,6801500
Velachery,1977,3,2,0,0,52,7829240
TNagar,1915,2,1,2,1,28,13464510
Chromepet,1295,2,1,1,1,35,11553400
Chromepet,749,1,1,0,0,5,9544150
TNagar,1884,2,1,2,1,11,20497670
KKNagar,1361,2,1,1,1,4,10637520
KKNagar,1934,3,2,0,0,22,10915660
Chromepet,1055,1,1,1,1,27,10013250
Chromepet,851,1,1,1,1,5,10199620
Chromepet,1118,1,1,1,1,19,8154400
Karapakkam,1451,2,2,0,0,39,5489750
KKNagar,2470,4,2,0,0,25,11632500
Chromepet,935,1,1,1,0,6,11056500
KKNagar,2500,4,2,0,0,30,12113600
AnnaNagar,1984,2,1,2,0,34,20654230
AnnaNagar,1818,2,1,2,0,26,15025660
Velachery,1741,2,1,1,0,5,10991250
Chromepet,1065,1,1,1,0,37,8934000
Chromepet,858,1,1,1,0,14,11597500
Chromepet,702,1,1,0,0,17,6437350
Karapakkam,613,1,1,0,0,17,4004250
AnnaNagar,1896,2,1,2,0,28,20684660
Karapakkam,833,1,1,0,0,43,3267125
KKNagar,2047,3,2,0,0,8,12402500
TNagar,1579,1,1,2,1,43,19124310
Chromepet,988,1,1,1,1,34,12019650
TNagar,1667,1,1,2,1,17,13476000
Karapakkam,1184,1,1,1,0,26,3793250
Velachery,1733,2,1,1,0,54,11011880
Chromepet,1106,1,1,1,1,30,9006900
KKNagar,2058,4,2,0,0,5,17076900
Chromepet,1055,1,1,1,1,12,8799000
TNagar,1735,1,1,2,1,37,14217890
Chromepet,809,1,1,1,0,29,7347950
KKNagar,1335,2,1,1,0,8,9020160
Karapakkam,652,1,1,0,0,35,5093750
Chromepet,1095,1,1,1,1,6,11301650
Karapakkam,1477,2,2,0,0,13,7685250
Velachery,1819,3,2,0,0,35,8380250
TNagar,1982,2,1,2,1,18,15880930
AnnaNagar,1599,1,1,2,0,38,11391530
Chromepet,941,1,1,1,0,32,9696120
Chromepet,1198,1,1,1,0,39,9020650
Adyar,967,1,1,1,1,34,10008525
Velachery,1637,2,1,1,1,8,12129780
Karapakkam,1678,2,2,0,0,46,6765500
Adyar,1023,1,1,1,0,10,8847850
Karapakkam,774,1,1,0,0,21,4577750
Chromepet,1032,1,1,1,0,33,11679950
Chromepet,889,1,1,1,1,33,10010430
Karapakkam,974,1,1,1,0,42,5890500
Karapakkam,790,1,1,0,1,49,6918500
Karapakkam,931,1,1,1,0,25,5146250
Adyar,659,1,1,0,1,25,7945975
KKNagar,2120,3,2,0,1,11,18604220
Chromepet,843,1,1,1,0,11,7358760
Chromepet,736,1,1,0,0,27,9435600
Chromepet,1053,1,1,1,1,33,7819750
Velachery,1596,2,1,1,0,6,12536520
Karapakkam,1368,2,2,0,0,49,5430500
AnnaNagar,1544,1,1,2,0,35,13241770
KKNagar,1486,2,1,1,0,4,12549700
Chromepet,1285,2,1,1,0,26,9317950
Karapakkam,1501,2,2,0,1,27,7730750
KKNagar,2218,3,2,0,0,15,12731260
Chromepet,1117,1,1,1,1,6,9871100
AnnaNagar,1561,1,1,2,0,17,11325590
Karapakkam,792,1,1,0,0,50,4315500
Adyar,1212,2,2,0,0,23,8958560
TNagar,1977,2,1,2,0,32,12133960
AnnaNagar,1965,2,1,2,0,22,22217590
Karapakkam,775,1,1,0,0,49,4981250
Chromepet,892,1,1,1,1,31,8568240
KKNagar,1696,2,1,1,0,24,9303620
Chromepet,833,1,1,1,0,4,9890550
Karapakkam,541,1,1,0,1,28,5995375
KKNagar,1414,2,1,1,1,6,10332200
Velachery,1966,3,2,0,0,10,15899450
Chromepet,704,1,1,0,1,30,7769980
Chromepet,871,1,1,1,0,13,9414770
KKNagar,1380,2,1,1,1,10,11400820
TNagar,1885,2,1,2,0,20,20602870
Karapakkam,916,1,1,1,1,12,5488250
Chromepet,1115,1,1,1,0,38,12181500
Chromepet,919,1,1,1,0,12,11336600
Karapakkam,883,1,1,0,0,25,4049375
KKNagar,2065,3,2,0,1,18,13033360
Velachery,1869,3,2,0,0,4,11784400
Velachery,1625,2,1,1,0,10,14197950
Karapakkam,537,1,1,0,1,42,5332000
Velachery,1534,2,1,1,1,41,9654890
Chromepet,1082,1,1,1,1,19,9732850
Chromepet,1279,2,1,1,0,24,11240430
TNagar,1544,1,1,2,0,15,11566670
Chromepet,1101,1,1,1,1,18,13675700
Karapakkam,1230,1,1,1,0,5,5436000
Karapakkam,956,1,1,1,1,43,7686250
Karapakkam,552,1,1,0,1,7,5254250
Chromepet,925,1,1,1,1,35,8583250
AnnaNagar,1822,2,1,2,1,36,14727220
TNagar,1781,1,1,2,1,8,20288980
AnnaNagar,1628,1,1,2,0,12,13088250
KKNagar,1736,2,1,1,1,14,10622100
KKNagar,2016,3,2,0,0,8,11374960
Adyar,779,1,1,0,0,37,6146755
Chromepet,1217,2,1,1,1,30,10718100
Velachery,1601,2,1,1,1,37,13026890
Karapakkam,1201,1,1,1,1,22,9505500
Karapakkam,579,1,1,0,0,12,5709500
KKNagar,2289,4,2,0,0,22,18576840
Adyar,1023,1,1,1,1,31,9012665
KKNagar,1900,3,2,0,1,24,16434500
Chromepet,807,1,1,1,1,22,9330090
TNagar,1653,1,1,2,1,32,19002540
KKNagar,1452,2,1,1,1,11,10377680
TNagar,1934,2,1,2,0,8,21447680
Velachery,1972,3,2,0,0,18,11475260
AnnaNagar,1606,1,1,2,0,15,11455900
TNagar,1908,2,1,2,0,23,20398010
Chromepet,741,1,1,0,0,32,8258600
Adyar,734,1,1,0,1,36,10217940
TNagar,1504,1,1,2,1,24,16595430
Chromepet,1121,1,1,1,0,39,7161000
AnnaNagar,1979,2,1,2,1,35,12952300
Karapakkam,1105,1,1,1,1,45,8936750
Velachery,1528,2,1,1,0,50,7085950
AnnaNagar,1712,1,1,2,1,25,12498810
Adyar,955,1,1,1,0,12,9552295
Chromepet,802,1,1,1,0,28,8022740
Karapakkam,701,1,1,0,1,7,3785500
Karapakkam,1418,2,2,0,1,40,6555750
Adyar,1155,1,1,1,0,23,13468145
Chromepet,1061,1,1,1,1,38,10157300
KKNagar,2258,4,2,0,0,20,17346200
Chromepet,947,1,1,1,0,12,9060600
KKNagar,1868,3,2,0,1,28,12043540
TNagar,1713,1,1,2,0,30,12733640
Chromepet,886,1,1,1,0,9,10354350
KKNagar,2122,3,2,0,0,19,17155600
Karapakkam,980,1,1,1,0,36,6184500
AnnaNagar,1916,2,1,2,1,8,23407860
KKNagar,2079,3,2,0,0,27,17593940
Karapakkam,1377,2,2,0,0,37,6100250
KKNagar,2363,4,2,0,0,18,18457180
Karapakkam,1568,2,2,0,1,45,7814500
Adyar,1210,2,2,0,1,10,11226950
Karapakkam,1179,1,1,1,0,13,5874250
Adyar,822,1,1,1,1,39,9688485
Chromepet,1235,2,1,1,0,28,7999200
TNagar,1735,1,1,2,1,29,21770500
Chromepet,745,1,1,0,1,21,7618500
Chromepet,794,1,1,0,0,38,6762300
TNagar,1979,2,1,2,1,8,22726060
TNagar,1641,1,1,2,1,45,13255480
Velachery,1718,2,1,1,0,6,11913820
Chromepet,706,1,1,0,1,38,7169720
Adyar,728,1,1,0,0,19,9094300
Velachery,1948,3,2,0,0,25,8988520
TNagar,1863,2,1,2,0,32,13912330
AnnaNagar,1849,2,1,2,1,14,21104380
Velachery,1528,2,1,1,0,14,7882680
AnnaNagar,1979,2,1,2,1,16,14657040
KKNagar,1639,2,1,1,1,20,11097000
Karapakkam,796,1,1,0,1,37,4788000
Chromepet,794,1,1,0,1,24,8548150
Adyar,748,1,1,0,1,4,7174975
Chromepet,1278,2,1,1,0,13,10573610
Adyar,838,1,1,1,1,8,8346035
KKNagar,2459,4,2,0,1,28,11716760
Karapakkam,1358,2,2,0,1,39,7130000
Karapakkam,731,1,1,0,0,39,6117625
Adyar,973,1,1,1,1,35,10979125
AnnaNagar,1757,1,1,2,0,13,13635670
AnnaNagar,1995,2,1,2,1,22,13923340
Chromepet,870,1,1,1,0,20,7234950
KKNagar,2205,3,2,0,0,23,16473460
Chromepet,709,1,1,0,0,16,11230600
Karapakkam,1206,1,1,1,0,19,5752250
Adyar,685,1,1,0,1,9,6980335
AnnaNagar,1690,1,1,2,0,20,19260550
Adyar,786,1,1,0,0,11,7044865
Chromepet,1136,1,1,1,0,18,8655900
Chromepet,1268,2,1,1,0,17,13982900
Karapakkam,1012,1,1,1,1,35,6986750
Chromepet,1198,1,1,1,1,4,13891800
Karapakkam,1152,1,1,1,1,42,6340500
Chromepet,1034,1,1,1,0,24,12053400
TNagar,1869,2,1,2,1,39,21283130
Chromepet,773,1,1,0,1,5,8824900
KKNagar,2273,4,2,0,0,6,11950520
Chromepet,956,1,1,1,0,29,9892670
Adyar,939,1,1,1,0,37,8116455
KKNagar,1938,3,2,0,0,30,10161000
AnnaNagar,1764,1,1,2,1,25,20329120
TNagar,1920,2,1,2,0,19,14488580
Karapakkam,525,1,1,0,0,40,4980250
Adyar,653,1,1,0,1,14,6059010
AnnaNagar,1700,1,1,2,1,43,19125010
Velachery,1505,2,1,1,1,44,12089580
Karapakkam,1589,2,2,0,1,24,7270375
Velachery,1829,3,2,0,0,34,12774630
Chromepet,963,1,1,1,1,3,12530800
KKNagar,1724,2,1,1,1,30,9774800
Adyar,731,1,1,0,1,23,7995545
AnnaNagar,1911,2,1,2,0,34,11121130
Chromepet,1239,2,1,1,1,30,10335130
Karapakkam,508,1,1,0,1,42,3944500
Chromepet,893,1,1,1,0,28,8032400
Velachery,1973,3,2,0,0,7,16444460
Chromepet,1050,1,1,1,0,18,7734500
Velachery,1779,2,1,1,0,46,13515920
Adyar,1078,1,1,1,0,10,12508550
KKNagar,2470,4,2,0,1,17,19753360
Adyar,1170,1,1,1,1,22,13926830
Adyar,706,1,1,0,0,10,4828750
AnnaNagar,1897,2,1,2,1,43,12086610
KKNagar,1858,3,2,0,1,29,11443980
Adyar,1134,1,1,1,1,14,9685425
Karapakkam,1057,1,1,1,0,21,3968625
TNagar,1630,1,1,2,1,31,12121290
KKNagar,2202,3,2,0,0,24,16152680
Chromepet,1209,2,1,1,1,37,9060830
Chromepet,1068,1,1,1,0,4,13426800
Karapakkam,1366,2,2,0,1,10,7662250
TNagar,1727,1,1,2,1,26,19697720
AnnaNagar,1673,1,1,2,0,44,11604630
TNagar,1954,2,1,2,1,23,14885280
Adyar,1022,1,1,1,1,17,11294655
AnnaNagar,1915,2,1,2,1,26,13531290
Chromepet,803,1,1,1,0,8,6822110
Adyar,1241,2,2,0,0,6,10070405
Chromepet,993,1,1,1,1,16,10189350
Adyar,779,1,1,0,0,28,8852535
Velachery,1972,3,2,0,1,26,10611070
KKNagar,2366,4,2,0,1,28,12763380
Adyar,1104,1,1,1,0,4,9079875
Velachery,1509,2,1,1,1,20,9318600
KKNagar,2001,3,2,0,1,4,16841700
Velachery,1735,2,1,1,1,41,9593020
Chromepet,730,1,1,0,1,40,10706200
Chromepet,1148,1,1,1,0,22,8689650
TNagar,1781,1,1,2,0,40,13580180
Chromepet,951,1,1,1,0,12,10303350
Chromepet,1189,1,1,1,0,6,14645650
Velachery,1899,3,2,0,1,47,12450610
Chromepet,1212,2,1,1,1,32,10995190
Chromepet,1136,1,1,1,0,19,8578170
Adyar,1059,1,1,1,0,31,6212280
KKNagar,2172,3,2,0,1,17,13027180
KKNagar,2451,4,2,0,1,10,19807800
Velachery,1834,3,2,0,0,30,13746750
Velachery,1609,2,1,1,0,18,8755610
AnnaNagar,1845,2,1,2,0,41,20940440
KKNagar,2084,3,2,0,1,27,18098940
Adyar,936,1,1,1,1,12,8487780
KKNagar,2403,4,2,0,0,8,18483960
AnnaNagar,1533,1,1,2,1,29,14560920
Chromepet,856,1,1,1,1,25,8540670
Chromepet,841,1,1,1,0,11,10937450
Chromepet,1083,1,1,1,0,13,8642060
Velachery,1721,2,1,1,0,24,8798650
Chromepet,1276,2,1,1,1,33,9615620
Chromepet,974,1,1,1,0,7,11812650
Adyar,827,1,1,1,0,9,6348535
Chromepet,1159,1,1,1,1,33,9051580
Chromepet,742,1,1,0,0,5,6725100
Karapakkam,849,1,1,0,1,42,9467250
Chromepet,960,1,1,1,0,11,7968450
Velachery,1928,3,2,0,1,16,14686020
Velachery,1648,2,1,1,1,12,8254510
TNagar,1538,1,1,2,0,18,17560410
Chromepet,715,1,1,0,1,27,7300250
Karapakkam,1201,1,1,1,0,38,8291375
Adyar,668,1,1,0,0,19,5076885
Velachery,1545,2,1,1,0,5,8624170
Adyar,1206,2,2,0,0,11,8399365
Velachery,1694,2,1,1,0,53,14868160
AnnaNagar,1656,1,1,2,0,15,12917000
Chromepet,964,1,1,1,1,39,9052280
Adyar,951,1,1,1,1,15,9364825
Karapakkam,835,1,1,0,1,38,6454125
AnnaNagar,1548,1,1,2,1,35,12109340
Chromepet,827,1,1,1,1,16,8701550
KKNagar,1834,3,2,0,1,26,10892720
Velachery,1840,3,2,0,0,7,8566460
Velachery,1973,3,2,0,1,33,18179660
AnnaNagar,1829,2,1,2,0,41,11265840
TNagar,1851,2,1,2,1,7,21660460
Karapakkam,1519,2,2,0,1,23,12096000
Velachery,1822,3,2,0,0,25,13901150
Karapakkam,721,1,1,0,1,30,5710375
Chromepet,1022,1,1,1,0,36,8232600
Karapakkam,588,1,1,0,1,17,6189750
AnnaNagar,1716,1,1,2,0,11,12188020
Chromepet,955,1,1,1,1,23,8059250
Karapakkam,817,1,1,0,1,12,8409000
Adyar,1036,1,1,1,1,21,10233215
Velachery,1682,2,1,1,1,47,9283610
Adyar,628,1,1,0,1,15,7603540
Chromepet,941,1,1,1,1,29,12303350
Karapakkam,647,1,1,0,1,37,4971250
Chromepet,838,1,1,1,1,30,8689250
Karapakkam,849,1,1,0,1,30,6457750
Adyar,1048,1,1,1,1,15,9531325
KKNagar,2383,4,2,0,1,5,19642900
Chromepet,820,1,1,1,0,7,7451850
Karapakkam,752,1,1,0,1,48,5734000
TNagar,1923,2,1,2,0,9,13133030
Velachery,2000,3,2,0,0,46,15108770
Karapakkam,1412,2,2,0,0,9,9671750
Chromepet,979,1,1,1,1,35,10173430
Chromepet,1000,1,1,1,0,12,9869950
Adyar,961,1,1,1,0,39,8326585
Karapakkam,1297,1,1,1,0,43,9896250
Karapakkam,714,1,1,0,1,17,5736500
Velachery,1505,2,1,1,1,10,12368750
Velachery,1955,3,2,0,0,42,8862060
Velachery,1578,2,1,1,1,38,14049630
Chromepet,812,1,1,1,0,6,8600300
AnnaNagar,1898,2,1,2,1,5,16243160
Velachery,1868,3,2,0,0,37,8110160
Chromepet,701,1,1,0,0,39,8389450
Chromepet,1068,1,1,1,0,4,9085400
Velachery,1521,2,1,1,0,46,8564170
AnnaNagar,1572,1,1,2,1,34,11447880
TNagar,1910,2,1,2,1,41,15397020
Chromepet,901,1,1,1,0,29,8704550
Velachery,1586,2,1,1,0,13,7197730
Velachery,1782,2,1,1,1,20,10851750
Karapakkam,684,1,1,0,0,39,7145500
Chromepet,1165,1,1,1,0,23,12492250
Adyar,698,1,1,0,0,34,4770810
TNagar,1904,2,1,2,1,42,14956290
KKNagar,2386,4,2,0,1,7,19477760
AnnaNagar,1640,1,1,2,0,16,19536370
Karapakkam,1282,1,1,1,1,49,5813750
Adyar,787,1,1,0,0,39,7484785
KKNagar,1508,2,1,1,1,29,11164340
TNagar,1803,2,1,2,1,22,20626490
Chromepet,1200,1,1,1,1,14,10291500
TNagar,1743,1,1,2,0,43,19954710
Chromepet,771,1,1,0,1,7,7542800
KKNagar,1325,1,1,1,0,23,8677460
Velachery,1569,2,1,1,1,6,8937320
Chromepet,1019,1,1,1,1,14,9860700
Karapakkam,1524,2,2,0,0,41,5412500
Chromepet,1202,2,1,1,0,31,12548800
Chromepet,802,1,1,1,0,39,9787650
AnnaNagar,1968,2,1,2,1,9,22579530
Velachery,1693,2,1,1,1,48,8168160
Chromepet,932,1,1,1,1,29,8924700
Karapakkam,1071,1,1,1,0,13,6478250
Velachery,1866,3,2,0,1,17,10113810
Velachery,1844,3,2,0,0,14,9573230
Chromepet,1016,1,1,1,0,6,8896420
Karapakkam,803,1,1,0,0,46,7794500
Chromepet,862,1,1,1,0,4,7990550
Velachery,1500,2,1,1,1,54,7686500
KKNagar,2491,4,2,0,1,29,20016180
Velachery,1704,2,1,1,0,14,9810880
Velachery,1803,3,2,0,0,13,14705880
TNagar,1541,1,1,2,0,12,12522140
Chromepet,1178,1,1,1,1,28,12718400
Karapakkam,1473,2,2,0,1,10,12083500
Karapakkam,594,1,1,0,1,48,6518000
TNagar,1701,1,1,2,1,18,20460930
Karapakkam,1169,1,1,1,0,39,7203000
AnnaNagar,1684,1,1,2,1,24,19871700
TNagar,1569,1,1,2,0,17,18316390
Chromepet,1232,2,1,1,1,22,9815100
Chromepet,958,1,1,1,0,18,10001300
KKNagar,1583,2,1,1,0,30,9588000
Adyar,907,1,1,1,1,33,6646610
KKNagar,1702,2,1,1,1,15,15596520
Karapakkam,739,1,1,0,0,42,6957500
Velachery,1760,2,1,1,1,47,7057360
Velachery,1956,3,2,0,1,34,8676350
Chromepet,714,1,1,0,1,6,9691680
TNagar,1848,2,1,2,1,18,13921280
Chromepet,1005,1,1,1,1,21,13449750
AnnaNagar,1638,1,1,2,0,21,12161870
Chromepet,1294,2,1,1,1,8,11157530
TNagar,1653,1,1,2,1,16,13547020
AnnaNagar,1950,2,1,2,0,37,14034060
Velachery,1841,3,2,0,1,32,16315140
Karapakkam,1252,1,1,1,0,34,11119250
TNagar,1817,2,1,2,1,27,19775040
KKNagar,1337,2,1,1,1,19,8754980
Velachery,1561,2,1,1,1,37,8429640
AnnaNagar,1517,1,1,2,0,20,18076450
TNagar,1917,2,1,2,0,32,12776550
Karapakkam,766,1,1,0,0,37,5742750
Karapakkam,745,1,1,0,0,25,6988500
Velachery,1562,2,1,1,1,51,9941220
KKNagar,2371,4,2,0,1,27,12732180
Chromepet,991,1,1,1,0,25,8688420
Karapakkam,1582,2,2,0,0,16,8191250
Karapakkam,1348,2,2,0,1,7,12085000
KKNagar,1933,3,2,0,1,18,11740620
Velachery,1737,2,1,1,0,36,9341570
KKNagar,2335,4,2,0,1,16,18758320
AnnaNagar,1946,2,1,2,1,35,14556550
AnnaNagar,1554,1,1,2,0,4,12893650
Chromepet,1039,1,1,1,0,21,7352780
KKNagar,1703,2,1,1,1,10,16291000
Chromepet,883,1,1,1,0,17,7975350
Chromepet,1226,2,1,1,1,40,9864800
AnnaNagar,1867,2,1,2,0,41,11713120
TNagar,1950,2,1,2,0,43,12755280
Chromepet,1062,1,1,1,1,7,9987140
Chromepet,870,1,1,1,1,21,9198650
Chromepet,1032,1,1,1,1,4,10514440
Adyar,1015,1,1,1,1,9,12090050
KKNagar,2289,4,2,0,0,9,12964760
Adyar,785,1,1,0,1,24,8889360
Adyar,878,1,1,1,0,31,8216980
TNagar,1884,2,1,2,1,18,14844750
Adyar,852,1,1,1,1,18,10644170
Karapakkam,1155,1,1,1,1,12,7277375
AnnaNagar,1650,1,1,2,0,19,11879730
Velachery,1831,3,2,0,1,27,10849240
TNagar,1509,1,1,2,0,23,10504060
Karapakkam,1389,2,2,0,1,29,10989500
Chromepet,1149,1,1,1,0,30,9182700
KKNagar,1402,2,1,1,1,26,10960120
AnnaNagar,1781,1,1,2,0,25,12968400
KKNagar,1632,2,1,1,0,5,9208160
TNagar,1604,1,1,2,0,12,18096490
Chromepet,1220,2,1,1,1,19,9191250
AnnaNagar,1616,1,1,2,1,9,14673210
Chromepet,1015,1,1,1,0,11,8394250
Velachery,1769,2,1,1,1,6,8993590
Chromepet,1264,2,1,1,1,6,9452650
Velachery,1941,3,2,0,1,8,10094760
Chromepet,1269,2,1,1,0,38,8350380
Karapakkam,1650,2,2,0,1,19,9288000
TNagar,1639,1,1,2,1,40,13668020
Velachery,1939,3,2,0,0,16,14412320
Velachery,1908,3,2,0,1,40,16222200
Chromepet,1142,1,1,1,1,7,11657540
Chromepet,949,1,1,1,1,28,8444880
Chromepet,787,1,1,0,0,23,10029650
Karapakkam,1316,1,1,1,1,31,8844000
KKNagar,2060,3,2,0,1,28,18035580
Chromepet,976,1,1,1,0,6,9102370
Karapakkam,1357,2,2,0,0,17,11199750
KKNagar,2428,4,2,0,0,5,18657920
Chromepet,1201,2,1,1,0,15,14647600
Velachery,1634,2,1,1,1,17,8977940
Adyar,1097,1,1,1,0,19,12878485
AnnaNagar,1542,1,1,2,1,21,11443800
Adyar,795,1,1,0,1,30,6253350
Velachery,1656,2,1,1,0,46,13470470
Karapakkam,1173,1,1,1,0,20,7282000
Chromepet,999,1,1,1,1,30,11486650
Chromepet,1002,1,1,1,1,26,9295440
Velachery,1873,3,2,0,1,39,11395530
Karapakkam,670,1,1,0,0,23,5698250
KKNagar,1355,2,1,1,0,22,12997440
KKNagar,1942,3,2,0,1,22,16470640
KKNagar,2225,4,2,0,0,7,10311140
KKNagar,1540,2,1,1,0,9,8521180
AnnaNagar,1677,1,1,2,1,5,11370800
KKNagar,2453,4,2,0,1,6,13866780
Adyar,1248,2,2,0,0,27,11051205
Chromepet,1290,2,1,1,0,8,9449050
Adyar,854,1,1,1,1,33,11941410
Karapakkam,1080,1,1,1,0,14,5811250
Chromepet,704,1,1,0,0,15,8209450
Karapakkam,525,1,1,0,0,8,3081375
Velachery,1837,3,2,0,0,12,10206440
KKNagar,2284,4,2,0,0,14,18352680
Chromepet,876,1,1,1,0,24,7482800
Chromepet,813,1,1,1,1,31,10512050
Karapakkam,1246,1,1,1,1,30,8102500
KKNagar,1410,2,1,1,1,26,9822520
TNagar,1962,2,1,2,0,42,14365020
AnnaNagar,1710,1,1,2,0,20,10771100
Chromepet,867,1,1,1,0,20,10994200
Velachery,1727,2,1,1,1,35,15564570
Karapakkam,1101,1,1,1,0,5,3948000
AnnaNagar,1721,1,1,2,0,31,11327800
AnnaNagar,1623,1,1,2,1,29,12929130
AnnaNagar,1684,1,1,2,1,42,12606890
AnnaNagar,1671,1,1,2,1,14,18568580
Chromepet,1279,2,1,1,1,38,9313330
KKNagar,1737,2,1,1,0,19,15246580
AnnaNagar,1719,1,1,2,0,31,19110170
Velachery,1543,2,1,1,1,43,8379110
KKNagar,1650,2,1,1,0,7,14917160
KKNagar,2454,4,2,0,1,20,19824800
Velachery,1631,2,1,1,0,12,12746690
AnnaNagar,1823,2,1,2,0,8,15181250
KKNagar,1879,3,2,0,0,15,11444700
Chromepet,862,1,1,1,0,20,7184600
Chromepet,1197,1,1,1,0,28,8416200
Karapakkam,1187,1,1,1,1,28,12103000
Karapakkam,1409,2,2,0,1,15,9306125
Velachery,1696,2,1,1,0,45,8929050
Karapakkam,1075,1,1,1,0,6,10308500
Chromepet,1113,1,1,1,1,13,14077750
Adyar,1027,1,1,1,1,7,11008020
Chromepet,777,1,1,0,0,13,7577590
Karapakkam,1657,2,2,0,0,29,7279250
Karapakkam,1681,2,2,0,1,46,8224125
Adyar,1061,1,1,1,0,31,9410965
Karapakkam,1301,1,1,1,0,33,6700125
Chromepet,762,1,1,0,1,19,9000790
Karapakkam,1046,1,1,1,0,45,4432750
KKNagar,2423,4,2,0,1,27,19622340
Chromepet,940,1,1,1,0,34,10443500
Velachery,1971,3,2,0,1,36,18171220
Chromepet,851,1,1,1,1,7,12560200
Velachery,1867,3,2,0,0,10,9146050
AnnaNagar,1858,2,1,2,1,19,13719580
Karapakkam,1176,1,1,1,0,48,6626000
Adyar,1144,1,1,1,1,18,8737670
Karapakkam,719,1,1,0,0,12,5539000
KKNagar,1308,1,1,1,1,15,11861100
Chromepet,1096,1,1,1,1,40,10039720
TNagar,1881,2,1,2,1,43,21077760
AnnaNagar,1601,1,1,2,1,33,19147860
Velachery,1638,2,1,1,0,32,13713910
Karapakkam,1538,2,2,0,0,4,7443750
Chromepet,724,1,1,0,0,26,7034730
Velachery,1692,2,1,1,0,35,8840300
KKNagar,1650,2,1,1,0,17,14265360
Karapakkam,1089,1,1,1,1,5,8439000
Velachery,1528,2,1,1,1,52,8643590
TNagar,1512,1,1,2,1,37,11356690
KKNagar,1790,3,2,0,0,14,14985280
Adyar,711,1,1,0,1,21,8394815
Chromepet,1174,1,1,1,0,19,9622650
Karapakkam,866,1,1,0,1,38,9738500
Adyar,1082,1,1,1,1,28,15242220
Karapakkam,684,1,1,0,1,14,4389500
Chromepet,913,1,1,1,1,38,11597050
Karapakkam,624,1,1,0,1,48,6139750
Chromepet,762,1,1,0,0,39,6487600
Velachery,1722,2,1,1,0,42,9545390
Adyar,1223,2,2,0,0,25,8636890
KKNagar,1822,3,2,0,1,26,15505720
AnnaNagar,1793,1,1,2,0,34,13263370
Velachery,1742,2,1,1,0,41,12834440
KKNagar,1990,3,2,0,1,7,11780960
Karapakkam,614,1,1,0,0,22,4877500
Karapakkam,1654,2,2,0,0,28,7539000
Adyar,1231,2,2,0,1,36,10841340
Chromepet,802,1,1,1,1,10,10756700
TNagar,1984,2,1,2,0,42,13144990
Chromepet,868,1,1,1,1,16,9216160
KKNagar,1445,2,1,1,0,18,9695260
Chromepet,888,1,1,1,0,20,8688600
Chromepet,1052,1,1,1,1,34,8863490
Chromepet,703,1,1,0,1,38,11321050
Karapakkam,1034,1,1,1,1,34,9031250
TNagar,1561,1,1,2,1,45,12190400
AnnaNagar,1554,1,1,2,0,24,18122230
Adyar,1089,1,1,1,1,27,7525505
Chromepet,885,1,1,1,1,36,8229000
KKNagar,1689,2,1,1,0,15,9896880
Karapakkam,782,1,1,0,1,30,5990500
AnnaNagar,1837,2,1,2,1,43,22465060
Chromepet,1121,1,1,1,0,20,8516800
